"SPARQL, Dump and VoID online",Only SPARQL endpoint online,Only Dump available,Only VoID file online,SPARQL and Dump online,SPARQL and VoID online,Dump and VoID online,SPARQL and dump offline,"SPARQL, Dump and VoID offline",SPARQL or Dump online
2,12,63,0,31,1,2,453,453,70
